"","song_id","song_name","artist","lyrics","num_apps","vocab","first_app"
"2971",21444,"Family Affair","Mary J. Blige","Refrain:
Let's get it crunkupon
We gon' have fun upon up In this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration, holleration
In this dancery
Let's get it perculatin'  while you're waiting
So just dance for me

Come on everybody get on down
Cause you know we gots to get it crunk
Mary J. is in the spot tonight
And I'm a make you feel alright
(Make you feel alright)
Come on baby just party with me
Let loose and set your body free
Leave your situations at the door
So when you step inside, jump on the floor

Refrain
Let's get it crunkupon
We gon' have fun upon up In this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration, holleration
In this dancery
Let's get it perculatin'  while you're waiting
So just dance for me

It's only gonna be about a matter of time
Before you get loose and start to loose your mind
Cop you a drink, go 'head and rock your ice
Cause we celebrating ""No More Drama"" in our life
With a Dre track pumpin', everybody's jumpin'
Go ahead and twist your back and get your body bumpin'
I told you leave your situations at the door
So grab somebody and get your ass on the dance floor

Refrain
Let's get it crunkupon
We gon' have fun upon up In this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration, holleration
In this dancery
Let's get it perculatin'  while you're waiting
So just dance for me

We don't need no haters
We just tryin' to love one another
We just want y'all have a good time
""No more drama"" in your life
Work real hard to make a dime
If you got beef, your problem, not mine
Leave all that Bs outside
We're gonna celebrate all night
Let's have fun tonight, no fights
Turn the Dreg track way up high
Making you dance all night and I
Got some real heat for ya this time
It doesn't matter if you're white or black (white or  black)
Let's get crunk cuz Mary's back

Refrain
Let's get it crunkupon
We gon' have fun upon up In this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration, holleration
In this dancery
Let's get it perculatin'  while you're waiting
So just dance for me

Let's get it crunkupon
We gon' have fun upon up In this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration, holleration
In this dancery
Let's get it perculatin'  while you're waiting
So just dance for me

Let's get it crunkupon
We gon' have fun upon up In this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration, holleration
In this dancery
Let's get it perculatin'  while you're waiting
So just dance for me

Let's get it crunkupon
We gon' have fun upon up In this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration, holleration
In this dancery
Let's get it perculatin'  while you're waiting
So just dance for me",41,147,"2001-07-28"
"3089",21614,"A Thousand Miles","Vanessa Carlton","Making my way downtown 
Walking fast 
Faces passed
And I'm home bound 
Staring blankly ahead 
Just making my way 

Making my way 
Through the crowd 
And I need you 
And I miss you 
And now I wonder.... 

If I could fall 
Into the sky 
Do you think time 
Would pass me by 
'Cause you know I'd walk 
A thousand miles 
If I could just see you...
Tonight 

It's always times like these 
When I think of you 
And I wonder 
If you ever think of me 

'Cause everything's so wrong 
And I don't belong 
Living in your 
Precious memories 

'Cause I need you 
And I miss you 
And now I wonder.... 

If I could fall 
Into the sky 
Do you think time 
Would pass me by 
'Cause you know I'd walk 
A thousand miles 
If I could  just see you...
Tonight

And I, I 
Don't want to let you know 
I, I 
Drown in your memory 
I, I 
Don't want to let this go 
I, I 
Don't.... 

Making my way downtown 
Walking fast 
Faces passed 
And I'm home bound 

Staring blankly ahead 
Just making my way 
Making my way 
Through the crowd 

And I still need you 
And I still miss you 
And now I wonder.... 

If I could fall 
Into the sky 
Do you think time 
Would pass us by 
'Cause you know I'd walk 
A thousand miles 
If I could just see you...

If I could fall 
Into the sky 
Do you think time 
Would pass me by 
'Cause you know I'd walk 
A thousand miles
If I could just see you... 

If I could
Just hold you
Tonight",41,75,"2002-03-02"
"3429",22093,"White Flag","Dido","I know you think that I shouldn't still love you,
or tell you that.
But if I didn't say it, well I'd still have felt it
where's the sense in that?

I promise I'm not trying to make your life harder
Or return to where we were

But I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

I know I left too much mess and
destruction to come back again
And I caused  nothing but trouble
I understand if you can't talk to me again
And if you live by the rules of it's over
then I'm sure that makes sense

But I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

And when we meet
Which I'm sure we will
All that was then
Will be there still
I'll let it pass
And hold my tongue
And you will think
That I've moved on....

I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be",41,94,"2003-09-20"
"3823",22656,"Feel Good Inc","Gorillaz","Hahahahahahaha!

Feel good, shake it, shake it, shake it
Feel good, shake it, shake it, shake it
Feel good, shake it, shake it, shake it
Feel good, shake it, shake it, shake it
Feel good, shake it, shake it, shake it
Feel good, shake it, shake it, shake it
Feel good, shake it, shake it, shake it
Feel good, shake it, shake it, shake it

City's breaking down on a camel's back,
They just have to go 'cause they don't know wack,
So all you fill the streets it's appealing to see,
You won't get out the county 'cos you're bad and free,
You've got a new horizon its ephemeral style,
A melancholy town where we never smile,
And all I wanna hear is the message beep,
My dreams, they've got to kiss because I don't get sleep, no..

Windmill, Windmill for the land,
Turn forever hand in hand,
Take it all in on your stride,
It is sinking, falling down,
Love forever love is free,
Let's turn forever you and me,
Windmill, windmill for the land,
Is everybody in?

Laughing gas these hazmats, fast cats,
Lining them up-a like ass cracks,
Ladies, homies at the track
It's my chocolate attack,
Shit, I'm stepping in the heart of this here,
Care bear bumpin' in the heart of this here,
Watch me as I gravitate
Hahahahahahaa.
Yo, we goin' go ghost town,
This motown,
With yo sound, you in the blink,
Going to bite the dust,
Cant fight with us,
With yo sound,
You kill the Inc.,
So dont stop, get it, get it,
Until you jet ahead,
And watch the way I navigate,
Hahahahahhahahah!

Windmill, Windmill for the land,
Turn forever hand in hand,
Take it all in on your stride,
It is sinking, falling down,
Love forever love is free,
Let's turn forever you and me,
Windmill, windmill for the land,
Is everybody in?

Don't stop, get it, get it,
We are your captains in it,
(Feel good) Steady,
Watch me navigate,
Ahahahahahhaa,
(Feel good)

Don't stop, get it, get it,
We are your captains in it,
(Feel good) Steady,
Watch me navigate,
Ahahahahahhaa,
(Feel good)

Sh-Shake it, shake it,
Feel good.
Sh-Shake it, shake it,
Feel good.
Sh-Shake it, shake it,
Feel good.
Sh-Shake it, shake it,
Feel good.

Ahahahahahahahahaha......",41,140,"2005-06-25"
"4416",23532,"Love Song","Sara Bareilles","Head underwater
And you tell me to breathe easy for awhile
The breathing gets harder
Even I know that
You made room for me, it's too soon to see
If I'm happy in your hands
I'm unusually hard to hold onto

Blank stares at blank pages
No easy way to say this
You mean well but you make this hard on me

I'm not gonna write you a love song
Cause you asked for it cause you need one
You see
I'm not gonna write you a love song
Cause you tell me it's make or breakin' this if you're on your way
I'm not gonna write you to stay
If all you have is leaving I'ma need a better reason to write you a love song today
today

I learned the hard way
That they all say things you wanna hear
My heavy heart sinks deep down under you
And your twisted words
Your help just hurts
You are not what I thought you were
Hello to high and dry

Convince me to please you
Made me think that I need this too
I'm trying to let you hear me as I am

I'm not gonna write you a love song
Cause you asked for it cause you need one
You see
I'm not gonna write you a love song
Cause you tell me it's make or breakin this if you're on your way
I'm not gonna write you to stay
If all you have is leaving I'ma need a better reason to write you a love song today

Promise me that you'll leave the light on
To help me see with daylight, my guide, gone
Cause I believe there's a way you can love me because I say

I won't write you a love song
Cause you ask for it cause you need one
You see
I'm not gonna write you a love song
Cause you tell me it's make or breakin this
Is that why you wanted a love song?
Cause you asked for it cause you need one, you see
I'm not gonna write you a love song
Cause you tell me it's make or breakin this if you're on your way
I'm not gonna write you to stay

If your heart is nowhere in it I don't want it for a minute babe
I would walk the seven seas when I believe that there's a reason to write you a love song today
Today",41,128,"2007-11-17"
"4709",23972,"Second Chance","Shinedown","My eyes are open wide
And by the way, I made it
Through the day
I watched the world outside
By the way, I'm leaving out Today

Well, I just saw hailey's
Comet shooting
Said why you always running
In place?
Even the man in the
Moon disappears
Somewhere in the
Stratosphere

Tell my mother, 
Tell my father
I've done the best I can
To make them realize
This is my life
I hope they understand
I'm not angry,
I'm just saying...
Sometimes goodbye
Is a second chance

Please don't cry
One tear for me
I'm not afraid of
What I have to say
This is my one and
Only voice
So listen close, it's
Only for today

Well, I just saw hailey's
Comet shooting
Said why you always running
In place?
Even the man in the
Moon disappears
Somewhere in the
Stratosphere

Tell my mother, 
Tell my father
I've done the best I can
To make them realise
This is my life
I hope they understand
I'm not angry, I'm
just saying...
Sometimes goodbye
Is a second chance

Heres my chance
This is my chance

Tell my mother, 
Tell my father
I've done the best I can
To make them realise
This is my life
I hope they understand
I'm not angry, I'm
just saying...
Sometimes goodbye
Is a second chance

Sometimes goodbye
Is a second chance [ x2 ]",41,87,"2008-12-13"
"913",18433,"Dazzey Duks","Duice","Come on baby kick those Dazzeys
Look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on
Everybody look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on

Say look at them girls with the Dazzey Duks on
They really got it going on
Looking all nice and sweet
Showing leg and a little butt cheek
I do like it a lot
When you're showing some of what you got
Y'all girls be looking real cute
The way y'all kicking those Dazzey Duks

Come on baby kick those Dazzeys
Look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on
Everybody look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on

Hey, you, in the black boots
Knee high with the Dazzey Duks
Looking real fly while in cahoots
In the park where I can meet you
I'm Snow, here to relate to you
What started the trend of them Dazzey Duks
Ever since the summer of the 90s
Girls had a deal with the future behind
See many terms they use to express
We're talking about the butt cheeks not the breasts
Baby got back, junk in the trunk
She got a six pack or a hell of a rump
Yo, need some fries with that shake
See many terms they use to relate
I love the girls with the big old booties
Right up front they call em Dukies
Pretty brown cheeks hanging from the jeans
Even city girls can be country things
So if you get it got it good to dip to dug out
Dem damn Dazzey Duks are turning out
Sing!

Come on baby kick those Dazzeys
Look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on
Everybody look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on

Say look at them girls with the Dazzey Duks on
They really got it going on
Yeah they be kicking it sweet
While all the brothers show thier freak
And check out the way they step
Make a brother wanna think about sex
Especially when they have nice legs
And they're tan to the top all the way
But it don't matter what kinda legs you like
Still be kicking if those legs are lily white
So it makes no difference to you
As long as you're kicking them Dazzey Duks

Come on baby kick those Dazzeys
Look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on
Everybody look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on

Hold it now, wait a minute, yo!
Bring that funky track back
Bring that funky track back
Bring that funky track back
Bring that funky track back
Oh, bring it baby, bring it baby, bring it baby
Kick those Dazzeys
Bring that funky track back
Bring it baby, bring it baby
Oh let me see you rock baby
Bring it baby, bring it baby
Bring that funky track back
Oh, bring it baby, bring it baby, bring it baby
Kick those Dazzeys
Bring that funky track back
Bring it baby, bring it baby
Oh let me see you rock baby
Bring it baby, bring it baby
Kick those Dazzeys
Bring that funky track back
Bring it baby, bring it baby
Oh let me see you rock baby

LA Snow like the girls with the Dazzey Duks
Creo D like the girls with the Dazzey Duks
Taylor Boy like them girls in the Dazzey Duks
Tony Mercedes like them girls in the Dazzey Duks
New York, Bel Air, Miami, Alabama, Tennessee, New Jersey, Boston, Ausgusta
Atlanta like them girls in the Dazzey Duks
All of Texas like them girls in the Dazzey Duks
LA like them girls in the Dazzey Duks

Come on baby kick those Dazzeys
Look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on
Everybody look at them girls with the Dazzey Duks on
I want you to look at them girls with the Dazzey Duks on

Oh kick those Dazzeys
She should wear em
Kick those Dazzeys baby
She should wear em wear em
Kick those Dazzeys baby
Hold it now, wait a minute",40,195,"1993-01-09"
"1611",19436,"I Will Remember You (Live)","Sarah McLachlan","I will remember you
Will you remember me?
Don't let your life pass you by
Weep not for the memories

Remember the good times that we had?
I let them slip away from us when things got bad
How clearly I first saw you smilin' in the sun
Wanna feel your warmth upon me, I wanna be the one

I will remember you
Will you remember me?
Don't let your life pass you by
Weep not for the memories

I'm so tired but I can't sleep
Standin' on the edge of something much too deep
It's funny how we feel so much but we cannot say a word
We are screaming inside but we can't be heard

And I will remember you
Will you remember me?
Don't let your life pass you by
Weep not for the memories

I'm so afraid to love you
But more afraid to lose
Clinging to a past
That doesn't let me choose

But once there was a darkness
Deep and endless night
You gave me everything you had
Oh, you gave me light

And I will remember you
Will you remember me?
Don't let your life pass you by
Weep not for the memories

And I will remember you
Will you remember me?
Don't let your life pass you by
Weep not for the memories

Weep not for the memories",40,87,"1995-11-11"
"1653",19501,"Insensitive (From ""Bed Of Roses"")","Jann Arden","How do you cool your lips, after a summer's kiss?
How do you rid the sweat, after the body's bliss?
How do you turn your eyes, from the romantic glare?
How do you block the sound of a voice
You'd know anywhere?

Oh I really should've known
By the time you drove me home
By the vagueness in your eyes, your casual goodbyes
By the chill in your embrace
The expression on your face told me
Maybe you might have some advice to give
On how to be insensitive, insensitive, insensitive

How do you numb your skin, after the warmest touch?
How do you slow your blood, after the body rush?
How do you free your soul, after you've found a friend?
How do you teach your heart it's a crime to fall in love again?

Oh you probably won't remember me
It's probably ancient history
I'm one of the chosen few
Who went ahead and fell for you
I'm out of vogue, I'm out of touch
I Fell too fast, I feel too much
I thought that you might have some advice to give
How to be insensitive

Oh I really should've known
By the time you drove me home
By the vagueness in your eyes, your casual goodbyes
By the chill in your embrace
The expression on your face told me
Maybe you might have some advice to give
On how to be insensitive
",40,99,"1996-02-10"
"1723",19614,"This Is Your Night","Amber","Dah dah dah dah dad, ditita ta tay
This is Your Night

Aww Yeah x4

This is your night,
Dancing free until the morning light
Together forever 'cause, this is your night
And everything is gonna be alright

Tonight with my spirits, the one that you call
I'm ready to stand up, and ready to fall
I can't run away, so attracted by you
Let me be your girl, and I'll be so true, ooh

This is your night,
Dancing free until the morning light
Together forever 'cause, this is your night
And everything is gonna be alright

Aww yeah, so in love with you
Aww yeah, it's too good to be true
Aww yeah, feelin' so brand-new, aww yeah
Eee-yeah, eee-yeah

You captured my heart, you're the key to my life
A vision of our love, that made me survive
Regaining the mood, that we're in, it's so real
It's time to move up, and to face what I feel, oohh

This is your night,
Dancing free until the morning light
Together forever 'cause, this is your night
And everything is gonna be alright

Aww yeah, so in love with you
Aww yeah, it's too good to be true
Aww yeah, feelin' so brand-new, aww yeah
Eee-yeah, eee-yeah

Dadadadadada, ditaitaidai...
This is Your Night

This is your night,
Dancing free until the morning light
Together forever 'cause, this is your night
And everything is gonna be alright

Aww yeah, so in love with you
Aww yeah, it's too good to be true
Aww yeah, feelin' so brand-new, aww yeah
Eee-yeah, eee-yeah",40,84,"1996-06-15"
"1890",19849,"The Freshmen","The Verve Pipe","When I was young I knew everything
And she, a punk who rarely ever took advice
Now I'm guilt-stricken,
sobbin' with my head on the floor
Stopped a baby's breath and
a shoe full of rice, no

Can't be held responsible
She was touchin' her face
I won't be held responsible
She fell in love in the first place

For the life of me
I can not remember
What made us think that we were wise
and we'd never compromise
For the life of me
I can not believe
We'd ever die for these sins
We were merely freshmen

My best friend took a week's vacation to forget her
His girl took a week's worth of Valium and slept
And now he's guilt-stricken,
sobbin' with his head on the floor
Thinks about her now and how
he never really wept he said

Can't be held responsible
She was touchin' her face
I won't be held responsible
She fell in love in the first place

For the life of me
I can not remember
What made us think that we were wise
And we'd never compromise
For the life of me
I can not believe
We'd ever die for these sins
We were merely freshmen

We tried to wash our hands of all of this
We'd never talk of our lacking relationships
And how we're guilt-stricken,
sobbin' with our heads on the floor
We fell through the ice when
we tried not to slip we'd say

Can't be held responsible
She was touchin' her face
I won't be held responsible
She fell in love in the first place

For the life of me
I can not remember
What made us think that we were wise and
we'd never compromise
For the life of me
I can not believe
We'd ever die for these sins
We were merely freshmen
We were merely freshmen
We were only freshmen",40,103,"1997-02-22"
"2517",20811,"I Need To Know","Marc Anthony","They say around the way
You've asked for me
There's even talk about
You wanting me
I must admit that's what

I wanna hear
But that's just talk
Until you take me there

Chorus:

If it's true don't leave me
All alone out here
Wondering if you're ever
Gonna take me there
Tell me what you're feeling

Cause I need to know
Girl you gotta let me know
Which way to go
Cause I need to know
I need to know
Tell me baby girl
Cause I need to know
I need to know
I need to know
Tell me baby girl
Cause I need to know

My every thought
is of this being true
It's getting harder
Not to think of your
Girl I'm exactly
Where I wanna be
The only thing's
I need you here with me",40,72,"1999-09-11"
"3520",22226,"If I Ain't Got You","Alicia Keys","Some people live for the fortune
Some people live just for the fame
Some people live for the power yeah
Some people live just to play the game
Some people think that the physical things 
Define what's within

I've been there before
But that life's a bore
So full of the superficial

Some people want it all
But I don't want nothing at all
If it ain't you baby
If I ain't got you baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you

Some people search for a fountain
That promises forever young
Some people need three dozen roses
And that's the only way to prove you love them
Hand me the world on a silver platter
And what good would it be 
With no-one to share with, 
no-one who truly cares for me 

Some people want it all
But I don't want nothing at all
If it ain't you baby
If I ain't got you baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you

Some people want it all
But I don't want nothing at all
If it ain't you baby
If I ain't got you baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you

Some people want it all
But I don't want nothing at all
If it ain't you baby
If I ain't got you baby
Some people want diamond rings
Some just want everything
But everything means nothing
If I ain't got you

If I ain't got you with me baby
Nothing in this whole wide world don't mean a thing
If I ain't got you with me baby",40,87,"2004-03-06"
"3801",22617,"Don't Cha","The Pussycat Dolls Featuring Busta Rhymes","I know you like me (I know you like me) 
I know you do (I know you do) 
That's why whenever I come around 
She's all over you 
And I know you want it (I know you want it) 
It's easy to see (it's easy to see) 
And in the back of your mind 
I know you should be on with me 

Chorus: 
Don't cha wish your girlfriend was hot like me? 
Don't cha wish your girlfriend was a freak like me? 
Don't cha?
Don't cha?
Don't cha wish your girlfriend was wrong like me? 
Don't cha wish your girlfriend was fun like me? 
Don't cha?
Don't cha?

Fight the feeling (fight the feeling) 
Leave it alone (leave it alone) 
'Cause if it ain't love 
It just ain't enough to leave a happy home 
Let's keep it friendly (let's keep it friendly) 
You have to play fair (you have to play fair) 
See I don't care 
But I know she ain't gonna wanna share 

Chorus: 
Don't cha wish your girlfriend was hot like me? 
Don't cha wish your girlfriend was a freak like me? 
Don't cha?
Don't cha, baby? Don't cha?
Don't cha wish your girlfriend was wrong like me? 
Don't cha wish your girlfriend was fun like me? 
Don't cha?  
Don't cha?

I know she loves you (I know she loves you) 
So I understand (I understand) 
I probably be just as crazy about you 
If you were my own man 
Maybe next lifetime (maybe next lifetime) 
Possibly (possibly) 
Until then, old friend, your secret is safe with me

Chorus: 
Don't cha wish your girlfriend was hot like me? 
Don't cha wish your girlfriend was a freak like me? 
Don't cha?
Don't cha, baby? Don't cha?
Don't cha wish your girlfriend was wrong like me? 
Don't cha wish your girlfriend was fun like me? 
Don't cha?
Don't cha?",40,90,"2005-05-07"
"4087",23036,"Waiting On The World To Change","John Mayer","Me and all my friends
We're all misunderstood
They say we stand for nothing 
And there's no way we ever could

Now we see everything that's going wrong
With the world and those who lead it
We just feel like we don't have the means
To rise above and beat it

So we keep waiting
Waiting on the world to change
We keep on waiting
Waiting on the world to change

It's hard to beat the system
When we're standing at a distance
So we keep waiting
Waiting on the world to change

Now, if we had the power
To bring our neighbors home from war
They would have never missed a Christmas
No more ribbons on their door
And when you trust your television
What you get is what you got
Cause when they own the information, oh
They can bend it all they want

That's why we're waiting
Waiting on the world to change
We keep on waiting
Waiting on the world to change

It's not that we don't care,
We just know that the fight ain't fair
So we keep on waiting
Waiting on the world to change

We're still waiting
Waiting on the world to change
We keep on waiting 
Waiting on the world to change
One day our generation
Is gonna rule the population

So we keep on waiting
Waiting on the world to change
No we keep on waiting
Waiting on the world to change",40,101,"2006-07-29"
"4721",23989,"Poker Face","Lady GaGa","[Intro]
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah
Mum mum mum mah...

[Verse 1]
I wanna hold 'em like they do in Texas, please
Fold 'em, let 'em hit me, raise it; baby, stay with me (I love it)
Love game intuition, play the cards with spades to start
And after he's been hooked, I'll play the one that's on his heart

[Pre-Chorus]
Oh, oh-oh, oh, oh
Oh oh oh oh, oh oh
I'll get him hot, show him what I've got
Oh, oh-oh, oh, oh
Oh oh oh oh, oh oh
I'll get him hot, show him what I've got

[Chorus]
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)

[Post-Chorus]
Po-po-po-poker face, po-po-poker face
(Mum mum mum mah)
Po-po-po-poker face, po-po-poker face
(Mum mum mum mah)

[Verse 2]
I wanna roll with him, a hard pair we will be
A little gambling is fun when you're with me (I love it)
Russian roulette is not the same without a gun
And baby, when it's love, if it's not rough, it isn't fun (fun)

[Pre-Chorus]
Oh, oh-oh, oh, oh
Oh oh oh oh, oh oh
I'll get him hot, show him what I've got
Oh, oh-oh, oh, oh
Oh oh oh oh, oh oh
I'll get him hot, show him what I've got

[Chorus]
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)

[Post-Chorus]
Po-po-po-poker face, po-po-poker face
(Mum mum mum mah)
Po-po-po-poker face, po-po-poker face
(Mum mum mum mah)
(Mum mum mum mah)
(Mum mum mum mah)

[Bridge]
I won't tell you that I love you
Kiss or hug you
<U+2019>Cause I'm bluffin' with my muffin
I'm not lying, I'm just stunnin' with my love-glue-gunnin'
Just like a chick in the casino
Take your bank before I pay you out
I promise this, promise this
Check this hand <U+2019>cause I'm marvelous

[Chorus]
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)
Can't read my, can't read my
No he can't read my poker face
(She<U+2019>s got me like nobody)

[Post-Chorus]
Po-po-po-poker face, po-po-poker face
Po-po-po-poker face, po-po-poker face
(She<U+2019>s got me like nobody)
Po-po-po-poker face, po-po-poker face
(Mum mum mum mah)
Po-po-po-poker face, po-po-poker face
(Mum mum mum mah)
Po-po-po-poker face, po-po-poker face
(Mum mum mum mah)
Po-po-po-poker face, po-po-poker face
(Mum mum mum mah)",40,120,"2009-01-03"
"5452",25054,"Pumped Up Kicks","Foster The People","[Verse 1]
Robert's got a quick hand
He'll look around the room, he won't tell you his plan
He's got a rolled cigarette
Hanging out his mouth, he's a cowboy kid
Yeah, he found a six-shooter gun
In his dad's closet, in the box of fun things
I don't even know what
But he's coming for you, yeah, he's coming for you

[Hook]
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet

[Verse 2]
Daddy works a long day
He be coming home late, and he's coming home late
And he's bringing me a surprise
'Cause dinner's in the kitchen and it's packed in ice
I've waited for a long time
Yeah, the sleight of my hand is now a quick-pull trigger
I reason with my cigarette
And say, ""Your hair's on fire, you must've lost your wits"", yeah

[Hook]
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet

[Bridge]
Run, run, run, run
Run, run, run <U+2013> run, run, run
Run, run, run <U+2013> run, run, run
Run, run <U+2013> run, run
Run, run, run, run, run!

[Hook]
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet
All the other kids with the pumped up kicks
You better run, better run, outrun my gun
All the other kids with the pumped up kicks
You better run, better run, faster than my bullet",40,97,"2011-05-14"
"5719",25542,"Home","Phillip Phillips","Hold on to me as we go
As we roll down this unfamiliar road
And although this wave is stringing us along
Just know you're not alone
'Cause I'm gonna make this place your home

Settle down, it'll all be clear
Don't pay no mind to the demons
They fill you with fear
The trouble it might drag you down
If you get lost, you can always be found

Just know you're not alone
'Cause I'm gonna make this place your home

Settle down, it'll all be clear
Don't pay no mind to the demons
They fill you with fear
The trouble it might drag you down
If you get lost, you can always be found

Just know you're not alone
'Cause I'm gonna make this place your home",40,57,"2012-06-09"
"806",18292,"Rhythm Is A Dancer","Snap","Rhythm is a dancer
It's a soul's companion
You can feel it everywhere
Lift your hands and voices
Free your mind and join us
You can feel it in the air

Oh-oh, it's a passion
Oh-oh, you can feel it, yeah
Oh-oh, it's a passion
Oh-oh, oh oh...

Check this out
Let the rhythm ride you guide you
Sneak inside you set your mind to move
To this pulsation
Bass vibrations
Sense sensation
Far is not implicit
Mind and body must be free too

Please take it all away
Nothing to lose
Everything to wreck
Let it control you hold you mold you
Not the old, the new
Touch it taste it
Free your soul let it invade you
Be what you wanna
If the groove don't get you the rhyme's gonna
I'm serious as cancer when I say
Rhythm is a dancer",39,83,"1992-08-15"
"1478",19258,"December","Collective Soul","Why drink the water
from my hand?
Contagious as you think I am
Just tilt my sun towards
your domain.
Your cup runneth over again.

Don't scream about
Don't think aloud
Turn your head now baby
Just spit me out
Don't worry about
Don't speak of doubt
Turn your head now baby
Just spit me out

Why follow me to higher ground?
Lost as you swear I am.
Don't throw away your basic needs,
Ambiance and vanity.

December promise you gave unto me
December whispers of treachery
December clouds are now covering me
December songs no longer I sing",39,64,"1995-05-13"
"1684",19553,"Give Me One Reason","Tracy Chapman","Give me one reason to stay here and I<U+2019>ll turn right back around
Give me one reason to stay here and I<U+2019>ll turn right back around
I said, I don<U+2019>t want leave you lonely
You got to make me change my mind

Baby I got your number ohh!! and I know that you got mine
You know that I called you I called too many times
You can call me baby
You can call me anytime, but you got to call me

Give me one reason to stay here and I<U+2019>ll turn right back around
Give me one reason to stay here and I<U+2019>ll turn right back around
I said, I don<U+2019>t want leave you lonely
You got to make me change my mind

I don<U+2019>t want no one to squeeze me
They might take away my life
I don<U+2019>t want no one to squeeze me
They might take away my life
I just want someone to hold me
And rock me through the night

This youthful heart can love you, yes, and give what you need
I said, this youthful heart can love you, boy, and give what you need
But I<U+2019>m too old to go chasing you around wasting my precious energy

Give me one reason to stay here, yes, and I<U+2019>ll turn right back around
Give me one reason to stay here, whow, and I<U+2019>ll turn right back around
I said, I don<U+2019>t want leave you lonely
You got to make me change my mind

Baby just give me one reason
Oh! Give me just one reason why
Baby just give me one reason
Oh! Give me just one reason why I should stay
I said I told you that I loved you, and there ain't no more to say",39,79,"1996-04-06"
