"","date","song_id","name","artist","year","lyrics","freq","vocab"
"441","2012-09-22",25636,"Gangnam Style","Psy",2012,"Oppa gangnam style
Gangnam style

Najeneun ttasaroun inganjeogin yeoja
Keopi hanjanui yeoyureul aneun
pumgyeok issneun yeoja
Bami omyeon simjangi tteugeowojineun yeoja
Geureon banjeon issneun yeoja

Naneun sanai
Najeneun neomankeum ttasaroun geureon sanai
Keopi sikgido jeone wonsyat ttaerineun sanai
Bami omyeon simjangi teojyeobeorineun sanai
Geureon sanai

Areumdawo sarangseureowo
Geurae neo hey geurae baro neo hey
Areumdawo sarangseureowo
Geurae neo hey geurae baro neo hey
Jigeumbuteo gal dekkaji gabolkka

Oppa gangnam style
Gangnam style
Oppa gangnam style
Gangnam style
Oppa gangnam style
Eh sexy lady
Oppa gangnam style
Ehh- sexy lady
OO

Jeongsukhae boijiman
nol ttaen noneun yeoja
Ittaeda sipeumyeon mukkeossdeon meori puneun yeoja
Garyeossjiman wenmanhan nochulboda yahan yeoja
Geureon gamgakjeogin yeoja

Naneun sanai
Jeomjanha boijiman
nol ttaen noneun sanai
Ttaega doemyeon wanjeon michyeobeorineun sanai
Geunyukboda sasangi ultungbultunghan sanai
Geureon sanai

Areumdawo sarangseureowo
Geurae neo hey geurae baro neo hey
Areumdawo sarangseureowo
Geurae neo hey geurae baro neo hey
Jigeumbuteo gal dekkaji gabolkka

Oppa gangnam style
Gangnam style
Oppa gangnam style
Gangnam style
Oppa gangnam style
Eh sexy lady
Oppa gangnam style
Ehh sexy lady
OO

Ttwineun nom geu wie naneun nom
Baby baby naneun mwol jom aneun nom
Ttwineun nom geu wie naneun nom
Baby baby naneun mwol jom aneun nom

You know what I'm saying

Oppa gangnam style
Eh sexy lady
Oppa gangnam style
Eh sexy lady
Oppa gangnam style",31,77
"442","2013-10-05",26020,"Show Me","Kid Ink Featuring Chris Brown",2013,"Baby let me put your panties to the side
I'ma make you feel all right
'Cause I'ma give you what you need, yeah
Mami you remind me of something
I don't know what it is
You remind me of something
You gotta show me
All right, you remind me of something
I don't know what it is right now
You remind me of something
Girl you gotta show me

Uh, on the real no lie
I don't know what it is but you just my type
Everything just right
B set put us to the left
Don't listen to the hype though
Got a cup in your hand
Baby sitting but you ain't got no kids
We ain't leaving till there ain't no more left
Can't see no time on the Rolex
I could tell you a freak, go and show it
Looking for the after party, where to go at?
Go on the floor like a doormat
Baby you know where to throw that
I said

Mami you remind me of something
I don't know what it is
You remind me of something
You gotta show me
All right, you remind me of something
I don't know what it is right now
You remind me of something
Girl you gotta show me

Baby if you know what it is
On the real, can't lie, man just my type
Hands in the air looking for bitch right now
On the real, can't lie, man just my type

Uh, so tell me what your name is
I don't really care who you came with
Unless you got a couple friends look like you
My bad if my ex try to fight you
Roll up soon as I roll in
Security better get with the program
Too deep, ain't know where to stand
So high, ain't know where to land
You remind me of something missing
Misses, you got my full attention
Listen, let go of the tension
If I get a minute, I put your bad ass in detention

Baby let me put your panties to the side
I'ma make you feel all right
'Cause I'ma give you what you need, yeah
Mami you remind me of something
I don't know what it is
You remind me of something
You gotta show me
All right, you remind me of something
I don't know what it is right now
You remind me of something
Girl you gotta show me

Baby if you know what it is
On the real, can't lie, man just my type
Hands in the air looking for bitch right now
On the real, can't lie, man just my type

Oh baby show me, show me something
Tomorrow I might be hungover, that don't mean nothing
See you all night long, I've been wrong
Baby show me something
You let me do it

Baby let me put your panties to the side
I'ma make you feel all right
'Cause I'ma give you what you need, yeah
Mami you remind me of something
I don't know what it is
You remind me of something
You gotta show me
All right, you remind me of something
I don't know what it is right now
You remind me of something
Girl you gotta show me",31,138
"443","2014-05-03",26244,"Am I Wrong","Nico & Vinz",2014,"Am I wrong for thinking out of the box
From where I stay?
Am I wrong for saying that I choose another way?
I ain't trying to do what everybody else's doing
Just 'cause everybody's doing what they all do
If one thing I know, I'll fall but I'll grow
I'm walking down this road of mine
This road that I call home

So am I wrong?
For thinking that we could be something for real?
Now am I wrong?
For trying to reach the things that I can't see?
But that's just how I feel
That's just how I feel
That's just how I feel
Trying to reach the things that I can't see

Am I tripping for having a vision?
My prediction: I'ma be on the top of the world
Walk your walk and don't look back
Always do what you decide
Don't let them control your life, that's just how I feel
Fight for yours and don't let go
Don't let them compare you, no
Don't worry, you're not alone, that's just how we feel

Am I wrong? (Am I wrong?)
For thinking that we could be something for real?
(Oh yeah yeah yeah)
Now am I wrong?
For trying to reach the things that I can't see?
(Oh yeah yeah yeah)
But that's just how I feel
That's just how I feel
That's just how I feel
Trying to reach the things that I can't see

If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right

Am I wrong?
For thinking that we could be something for real?
Now am I wrong?
For trying to reach the things that I can't see?
But that's just how I feel
That's just how I feel
That's just how I feel
Trying to reach the things that I can't see

So am I wrong? (Am I wrong?)
For thinking that we could be something for real?
(Oh yeah yeah yeah)
Now am I wrong? (Am I wrong?)
For trying to reach the things that I can't see?
(Oh yeah yeah yeah)
But that's just how I feel
That's just how I feel
That's just how I feel
Trying to reach the things that I can't see",31,98
"444","2014-06-28",26313,"Rather Be","Clean Bandit Featuring Jess Glynne",2014,"We're a thousand miles from comfort, we have traveled land and sea 
But as long as you are with me, there's no place I'd rather be 
I would wait forever, exalted in the scene 
As long as I am with you, my heart continues to beat 

With every step we take, Kyoto to The Bay 
Strolling so casually 
We're different and the same, gave you another name 
Switch up the batteries 

If you gave me a chance, I would take it 
It's a shot in the dark but I'll make it 
Know with all of your heart you can't shame me 
When I am with you, there's no place I'd rather be 
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be

We staked out on a mission to find our inner peace
Make it everlasting so nothing's incomplete
It's easy being with you, sacred simplicity
As long as we're together, there's no place I'd rather be

With every step we take, Kyoto to The Bay
Strolling so casually
We're different and the same, gave you another name
Switch up the batteries

If you gave me a chance, I would take it 
It's a shot in the dark but I'll make it,
Know with all of your heart you can't shame me 
When I am with you, there's no place I'd rather be 
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

Hmm, hoo
Be, be, be, be, be, be, be, be, be
Yeah-e-yeah-e-yeah-e-yeah-e-yeah, yeah, yeah 

If you gave me a chance, I would take it 
It's a shot in the dark but I'll make it 
Know with all of your heart you can't shame me 
When I am with you, there's no place I'd rather be 
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be 

N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be",31,92
"445","2014-07-12",26324,"Don't Tell 'Em","Jeremih Featuring YG",2014,"Mustard on the beat, ho!

Rhythm is a dancer, I need a companion
Girl I guess that must be you
Body like the summer, fucking like no other
Don't you tell 'em what we do
Don't tell 'em
Don't tell 'em
You don't even
Don't tell 'em
You don't even
You don't even gotta tell 'em
Don't you tell 'em
Don't you tell 'em
You and me
Don't you tell 'em
Don't you tell 'em
You and me
Don't you tell 'em
Don't you tell 'em

Know you say you down with it
Won't tell 'em how you hit the ground with it
Girl you know I'm from Chicago, I like the full Bobby Brown with it (in it)
Nobody take me out though
You got gifts bring 'em down the south pole
Marathon doll gon' put in miles
Don't you worry 'bout it might gon' work it out
Only is you got me feeling like this ooh why, why, why, why?
Loving while grabbing the rhythm of your hips
That's right, right, right, right, right

Rhythm is a dancer, I need a companion
Girl I guess that must be you
Body like the summer, fucking like no other
Don't you tell 'em what we do
Don't tell 'em
Don't tell 'em
You don't even
Don't tell 'em
You don't even
You don't even gotta tell 'em
Don't you tell 'em
Don't you tell 'em
You and me
Don't you tell 'em
Don't you tell 'em
You and me
Don't you tell 'em
Don't you tell 'em

Dely fool, fool with it
But you know I know what to do with it
I get it that girl I'm talking laps
You said you got to pull with it
And she say she with your best friends
Then let me be down with
You know you feeling now so press play
Just keep that ass with
Only with you got it feel like this
Ooh why, why, why, why, why?
Loving and grabbing the rhythm of the hips
That's right, right, right, right, right

Rhythm is a dancer, I need a companion
Girl I guess that must be you
Body like the summer, fucking like no other
Don't you tell 'em what we do
Don't tell 'em
Don't tell 'em
You don't even
Don't tell 'em
You don't even
You don't even gotta tell 'em
Don't you tell 'em
Don't you tell 'em
You and me
Don't you tell 'em
Don't you tell 'em
You and me
Don't you tell 'em
Don't you tell 'em

Throw it up 9-3-4, 8-6-1-6
I gotta missed call from your bitch
She been plottin' on me for a cool minute
She wanna suck my dick, and I'm cool with it
I like girls in the shower, when it's wet and fresh
It's that Twitter pussy I met on the internet
On my late-night thirsty, 'cause it was late-night and I was thirsty
Girl, I been to that county girl, I ain't tellin'
Handcuff me to the bed, girl it ain't no belly
I keep a stack of hundreds like I keep a secret
If anything you were just exploring, you wasn't cheating
She got my number stored under fake names
Her nigga think she faithful, but she runnin' game
YOLO, so take me out these Polos
And we can fuck from uno to ocho

Only you got me feeling like this
Oh why, why, why?
Loving and grabbing the rhythm of the hips

Rhythm is a dancer, I need a companion
Girl I guess that must be you
Body like the summer, fucking like no other
Don't you tell 'em what we do
Don't tell 'em
Don't tell 'em
You don't even
Don't tell 'em
You don't even
You don't even gotta tell 'em
Don't you tell 'em
Don't you tell 'em
You and me
Don't you tell 'em
Don't you tell 'em
You and me
Don't you tell 'em
Don't you tell 'em",31,167
"446","2014-08-16",26353,"Bang Bang","Jessie J, Ariana Grande & Nicki Minaj",2014,"Jessie J
She got a body like an hourglass
But I can give it to you all the time
She got a booty like a Cadillac
But I can send you into overdrive, oh

Jessie J & Ariana Grande
You've been waiting for that (ooh)
Step on up, swing your bat

Jessie J
See anybody could be bad to you
You need a good

Jessie J & Ariana Grande
Girl to blow your mind, yeah

Bang bang into the room (I know you want it)
Bang bang all over you (I'll let you have it)
Wait a minute, let me take you there (ah)
Wait a minute, tell you (ah, hey)

Bang bang there goes your heart (I know you want it)
Back, back seat of my car (I'll let you have it)
Wait a minute, let me take you there (ah)
Wait a minute, tell you (ah hey)

Ariana Grande
She might've let you hold her hand in school
But I'mma show you how to graduate (mmm)
No, I don't need to hear you talk the talk
Just come and show me what your momma gave. oh babe

Jessie J & Ariana Grande
You've got a very big (shh)
Mouth but don't say a thing

Ariana Grande
See anybody could be good to you
You need a bad girl to blow your mind

Jessie J & Ariana Grande
Bang bang into the room (I know you want it)
Bang bang all over you (I'll let you have it)
Wait a minute, let me take you there (ah)
Wait a minute, tell you (ah, hey)

Bang bang there goes your heart (I know you want it)
(There goes your heart, oh)
Back, back seat of my car (I'll let you have it)
(Seat of your car)
Wait a minute, let me take you there (ah)
Wait a minute, tell you (ah hey)

Nicki Minaj
(You know what girlfriends? Let me show you how to do it)

It's Myx moscato, it's frizz in a bottle
It's Nicki full throttle, it's oh, oh
Swimming in the grotto, we winning in the lotto
We dipping in the pot of blue fo' sure

Kitten so good, it's dripping on wood
Get a ride in the engine that could go
Batman robbin' it, bang bang, cockin' it
Queen Nicki dominant, prominent

It's me, Jessie, and Ari, if they test me, they sorry
Ride us up like a Harley then pull off in this Ferrari
If he hanging we banging, phone ranging, he slanging
It ain't karaoke night but get the mic 'cause I'm singing

B to the A to the N to the G to the uh
(B- b- b- b- b-bang bang)
B to the A to the N to the G to the hey

Jessie J
See, anybody could be good to you
You need a bad girl to blow your mind, your mind (okay)

Jessie J & Ariana Grande
Bang bang into the room (I know you want it)
Bang bang all over you (I'll let you have it)
(B-bang bang bang bang bang)
Wait a minute, let me take you there (ah)
Wait a minute, tell you (ah, hey) (yeah, uhuh)

Bang bang there goes your heart (I know you want it)
(There goes your heart)
Back, back seat of my car (I'll let you have it)
(Back of my car)
Wait a minute, let me take you there (ah)
(Let me take you there)
Wait a minute, tell you (ah hey)

Bang bang into the room (I know you want it)
Bang bang all over you (I'll let you have it)
(All over you baby)

Nicki Minaj
Yo, I said bang, bang
Bang, b-bang, bang
Bang, bang, bang
Bang, b-bang, bang

Jessie J & Ariana Grande
Bang bang there goes your heart (I know you want it)
Back, back seat of my car (I'll let you have it)
Wait a minute, let me take you there (ah)
Wait a minute, tell you (ah, hey)",31,172
"447","2015-02-28",26581,"Honey, I'm Good.","Andy Grammer",2015,"Nah nah honey, I'm good
I could have another
but I probably should not
I've got somebody at home

It's been a long night here,
and a long night there
And these long long legs
and damn they're everywhere
(hold up now)
You look good, I will not lie
But if you ask where I'm staying tonight
I gotta be like oh baby, no baby,
you got me all wrong baby
My baby's already got all of my love

So nah nah Honey, I'm good
I could have another
but I probably should not
I've got somebody at home,
and if I stay I might not leave alone
No, honey, I'm good
I could have another
but I probably should not
I've got to bid you adieu
To another I will stay true
I will stay true
Who who I will stay true

Now better men, than me have failed
Drinking from that unholy grail
Now check it out
I've got her, and she got me
And you've got that ass,
but I kindly gotta be like
Oh baby, no baby,
you got me all wrong baby
My baby's already got all of my love

So nah nah Honey, I'm good
I could have another
but I probably should not
I've got somebody at home,
and if I stay I might not leave alone
No, honey, I'm good
I could have another
but I probably should not
I've got to bid you adieu
To another I will stay true
I will stay true
Who who I will stay true

Oh, I'm sure ya,
sure ya will make somebody's night
But oh, I assure ya
assure ya, it sure as hells not mine

Oh No, honey, I'm good
I could have another
but I probably should not
I've got somebody at home
And if I stay I might now leave alone
No honey I'm good
I could have another
but I probably should not
I've got to bid you adieu
To another I will stay true

No, no, honey, I'm good
I could have another
but I probably should not
I've got somebody at home
And if I stay I might now leave alone
No honey I'm good
I could have another
but I probably should not
I've got to bid you adieu
To another I will stay true
True

I will stay true
Sing it now",31,92
"448","2015-05-02",26649,"Fight Song","Rachel Platten",2015,"Like a small boat
On the ocean
Sending big waves
Into motion
Like how a single word
Can make a heart open
I might only have one match
But I can make an explosion

And all those things I didn't say
Wrecking balls inside my brain
I will scream them loud tonight
Can you hear my voice this time?

This is my fight song
Take back my life song
Prove I'm alright song
My power's turned on
(Starting right now) I'll be strong
I'll play my fight song
And I don't really care if nobody else believes
'Cause I've still got a lot of fight left in me

Losing friends and I'm chasing sleep
Everybody's worried about me
In too deep
Say I'm in too deep (I'm in too deep)
And it's been two years
I miss my home
But there's a fire burning in my bones
And I still believe
Yeah I still believe

And all those things I didn't say
Wrecking balls inside my brain
I will scream them loud tonight
Can you hear my voice this time

This is my fight song
Take back my life song
Prove I'm alright song
My power's turned on
(Starting right now) I'll be strong
I'll play my fight song
And I don't really care if nobody else believes
'Cause I've still got a lot of fight left in me
A lot of fight left in me

Like a small boat
On the ocean
Sending big waves
Into motion
Like how a single word
Can make a heart open?
I might only have one match
But I can make an explosion

This is my fight song
Take back my life song
Prove I'm alright song
My power's turned on
(Starting right now) I'll be strong
I'll play my fight song
And I don't really care if nobody else believes
'Cause I've still got a lot of fight left in me

Now I've still got a lot of fight left in me",31,104
"449","1990-06-30",17486,"Close To You","Maxi Priest",1990,"She was A Jezebel, this Brixton queen
Livin<U+2019> the life like a back street dream
Tellin<U+2019> mi lies when the truth was clear
I think she knew what I wanted to hear

Spinnin<U+2019> mi <U+2018>round like a wheel on fire
Walkin<U+2019> on tightrope, my love<U+2019>s high wire
Fatal attraction is where I<U+2019>m at
There<U+2019>s no escapin<U+2019> me

I just wanna be close to you
And do all the things you want me to
I just wanna be close to you
And show you the way I feel

I feel love
When I<U+2019>m lying in the midnight hour
Holding you just like a dream
Love is never what it seems

When we touch
And you<U+2019>re holding me the way you feel
Girl, you make my dreams come true
You make my dreams come true

I just wanna be close to you
And do all the things you want me to
I just wanna be close to you (Huh)
And show you the way I feel (Huh-huh-huh)

She was a Gemini on the cusp of Mars
She holds mi back or she too far
Windin<U+2019> mi up just to let her down
So emotional, gagged and bound

There<U+2019>s more to this than meets the eye
A devil woman locked inside
With the full moon rising, I was scared
I think I was possessed

I just wanna be close to you
And do all the things you want me to
I just wanna be close to you (Huh-huh-huh-huh-huh-huh)
And show you the way I feel

I feel love
Every time your body<U+2019>s next to mine
Something deep inside of me
Wants to love you endlessly

When we touch
Girl, you don<U+2019>t know how it makes me feel
I just can<U+2019>t believe it<U+2019>s real
I can<U+2019>t believe it<U+2019>s real

I just wanna be close to you
And do all the things you want me to
I just wanna be close to you
And show you the way I feel

She got an attitude, I can<U+2019>t explain
You never know if you<U+2019>re in frame
Tying me up with elastic words
I<U+2019>m on the countdown till I get heard

Her blood was hot, she burned so bright
A neon sign there in the night
It<U+2019>s hard to say if I went too far
My heart still bears a scar

I just wanna be close to you
I just wanna be close to you (Huh-huh-huh-huh)

(I just wanna be close to you) She was A Jezebel, this Brookstown queen
Livin<U+2019> the life like a back street dream
Tellin<U+2019> mi lies when the truth was clear
I think she knew what I wanted to hear

(I just wanna be close to you) Spinnin<U+2019> mi <U+2018>round like a weed on fire
Walkin<U+2019> on tightrope, my love<U+2019>s high wire
Fatal attraction is where I<U+2019>m at
There<U+2019>s no escapin<U+2019> me

I wanna be close to you
And do all the things you want me to
I just wanna be close to you (I just wanna be close to you, baby)
And show you the way I feel

I wanna be close to you (Baby)
And do all the things you want me to
I just wanna be close to you
And show you the way I feel
",30,162
"450","1992-03-21",18145,"My Lovin  (You re Never Gonna Get It)","En Vogue",1992,"No, you're never gonna get it (Ow!)
Never ever gonna get it (No, not this time)
No, you're never gonna get it (My love)
Never ever gonna get it
(repeat)

I remember how it used to be
You never was this nice, you can't fool me
Now you talkin' like you made a change
The more you talk, the more things sound the same
What makes you think you can just walk back into her life
Without a good fight? Oh...
I just sit back and watch you make a fool of yourself
Cuz you're just wasting your time, oh...

CHORUS
No, you're never gonna get it (Not this time)
Never ever gonna get it (My lovin')
No, you're never gonna get it (Had your chance to make a change)
Never ever gonna get it
(repeat)

Now you promise me the moon and stars
Save your breath, you won't get very far
Gave you many chances to make change
The only thing you changed was love to hate
It doesn't matter what you do or what you say
She doesn't love you, no way
Maybe next time you'll give your woman a little respect
So you won't be hearing her say, ""No way""

CHORUS

Doesn't matter what you do or what you say
She don't love you, no way
Maybe next time you'll give your woman a little respect
So you won't be hearing her say, ""No way""

[And now it's time for a breakdown...]

Never gonna get it, never gonna get it
Never gonna get it, never gonna get it
Never gonna get it, never gonna get it
Never gonna get it (whoa-whoa-whoa-whoa)
Never gonna get it, never gonna get it
Never gonna get it, never gonna get it
Never gonna get it, never gonna get it
Never gonna get it, never get it

No, you're never gonna get it (Sweet lovin')
Never ever gonna get it (Sweet lovin')
No, you're never gonna get it (My lovin')
Never ever gonna get it (My lovin')
No, you're never gonna get it (Sweet lovin')
Never ever gonna get it (My lovin')
No, you're never gonna get it (Sweet lovin')
Never ever gonna get it (My lovin')...
",30,102
"451","1992-06-27",18244,"Jump Around","House Of Pain",1992,"[Produced by DJ Muggs]

[Verse 1: Everlast]
Pack it up, pack it in, let me begin
I came to win, battle me, that's a sin
I won't ever slack up, punk, you better back up
Try and play the role and yo, the whole crew'll act up
Get up, stand up (c'mon!) c'mon, throw your hands up
If you've got the feeling, jump up, touch the ceiling
Muggs lets the funk flow, someone's talking junk
Yo, I bust him in the eye, and then I'll take the punk's ho
Feelin', funkin', amps in the trunk and I got more rhymes
Than there's cops at a Dunkin' Donuts shop
Sho' nuff, I got props
From the kids on the Hill plus my Mom and my Pops
I came to get down, I came to get down
So get out your seat and jump around!

[Hook]
Jump around!
Jump around!
Jump around!
Jump up, jump up and get down!
Jump! Jump! Jump! Jump! (everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (everybody jump)
Jump! Jump! Jump! Jump!
Jump!

[Verse 2: Everlast]
I'll serve your ass like John McEnroe
If your girl steps up, I'm smacking the hoe
Word to your moms, I came to drop bombs
I got more rhymes than the Bible's got Psalms
And just like the Prodigal Son I've returned
Anyone stepping to me, you'll get burned
'Cause I got lyrics, but you ain't got none
If you come to battle, bring a shotgun!
But if you do you're a fool, 'cause I duel to the death
Trying to step to me, you'll take your last breath
I got the skills, come get your fill
'Cause when I shoot the gift, I shoot to kill
I came to get down, I came to get down
So get out your seat and jump around!

[Hook]
Jump around!
Jump around!
Jump around!
Jump up, jump up and get down!
Jump! Jump! Jump! Jump! (everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (everybody jump)
Jump! Jump! Jump! Jump!
Jump!

[Verse 3: Everlast]
I'm the cream of the crop, I rise to the top
I never eat a pig 'cause a pig is a cop
Or better yet a Terminator, like Arnold Schwarzanegger
Try to play me out like as if my name was Sega
But I ain't going out like no punk bitch
Get used to one style and yo and I might switch
It up, up and around, then buck, buck you down
Put out your head and then you wake up in the Dawn of the Dead
I'm coming to get ya, I'm coming to get ya
Spitting out lyrics, homie, I'll wet ya
I came to get down, I came to get down
So get out your seat and jump around!

[Hook]
Jump around!
Jump around!
Jump around!
Jump up, jump up and get down!
Jump! Jump! Jump! Jump! (everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (everybody jump)
Jump! Jump! Jump! Jump!
Jump!

Yo, this is dedicated to Joe ""The Biter"" Nicolo!
Grab the Bozack, punk!",30,191
"452","1992-07-11",18257,"Back To The Hotel","N2Deep",1992,"V-town, brother check it out, i'm by the dope town
Dick in hand, you shoulda had your toke down
A little city, chillin in the north bay
Needless to say, my boyz don't play fool
Yo que sabo, you know how the songs goes?
In the back, sippin purple chongos
Don't look for trouble but it always seems to find us, forty
Gripin panties, sippin, and the seats are right behind us
Quick left, one blow, k.o.
Hit the road to the next episode
In the saga of a few fellows
Oh what the hell, i guess i better tell ya
It's friday night, i got a brand new kick on
For me to get bent on
Hit the country of the picked up ml
Eighty west, back to the hotel
At the tele, bones is doing butt work
Johnny ziti had his hand up her miniskirt
The late in the corner started to flirt
And i knew that when she saw me baby doll was gonna jaw me
Set for the night so i took her to my ride
Grab my mickey's and my boda and i met her outside
Who-ride, i'd like to do this honey to the triple gold z's
Acid in my bottle, so i gotta get some more
Put the pedal to the metal back to the liquor store
Cause you know what i mean when i'm feelin kinda funky
A sick honky, straight going donkey
Money in my sock, jimmy in my glove
Layin in the livin, cause i'm about to make good love
And burn rubber up the block
Back to the tele, i gotta get some new cock
Ah naw, could it be?
I just got a page an' a broad wanna do me
Hooked it up, told her meet me at the hotel
She had a friend with her so i called tl
Smooth me up, sally wanted me dicked
And monty licked, so try an' make it real quick
Ah yeah, i jumped in the f-train
But wait a minute, we gotta hit the store main
I got to get some gum and some tic-tac's
Two tall cans and a packet of blackjack
We got the goods, now we're headed for the hoe down
There goes the tele, so fella won't you slow down
Park the ride in front like a sick one
Just in case, we gotta bust a quick one
Lock the load into eighteen
But law low cause i really don't wanna be seen
Is this the one? aw yeah, that's the right one
I got the black bod and you got the white one
So hit the light an', i just might man
Try an' throw this thing all night an'
Get her so strung, that she'll drop some melt
So i can catch turf and hit another hotel from: ""if you lived here, you'd be home now.""",30,261
"453","1992-09-26",18326,"Do You Believe In Us","Jon Secada",1992,"I tremble inside
Just thinking
About the world around us
Scared, can't help to wonder

(Don't want any changes)
'Bout the way we feel
Do you know what I mean

(Catch me I'm falling)
Say it's gonna be alright
It's gonna be alright

I know that we belong
Do you believe in us (us)
Just give it half a chance
Yes our love (love)
Will still be strong
Girl I believe in us (Girl I believe in us)
I'll give you all I can

Time has redefined the meaning
Love - the way we know it
Love - the way we show it

(I don't want any changes)
When it comes to you
I like us the way it is

(No matter what happens)
Say it's gonna be alright
It's gonna be alright

I know that we belong
Do you believe in us (Yes I do)
Just give it half a chance
Yes our love will still be strong
Girl I believe in us (Girl I believe)
I'll give you all I can

I don't want any changes
Unless you want them to
Forever ain't long enough, baby
(Nothing can change us)
Say it's gonna be alright
It's gonna be alright

I know that we belong
Do you believe in us (yes I do)
Just give it half a chance
Yes our love will still be strong
Girl I believe in us (Girl I believe)
I'll give you all I can

I know that we belong
Do you believe in us (Do you believe)
Just give it half a chance
Yes our love will still be strong
Girl I believe in us (Girl I believe in us)
I'll give you all I can

I know that we belong
Do you believe in us (Do you believe in us)
Just give it half a chance
Yes our love will still be strong
Girl I believe in us (Girl I believe)
I'll give you all I can
[fade out]",30,80
"454","1992-12-19",18413,"Ditty","Paperboy",1992,"Yo, this is how I'm comin' for the nine deuce
Another fat, fat track
So Rhythum D, pour the orange juice
And let's relax while sippin' on yak
Because it's like that
I'm conscious of hoes, so Paperboy wears prophylactic
I wear a jimmy for the skins 'cause it's a long trim
Front row seats, aiyo, I know she's on the nine inch

Just to get a piece of the green but she's an undertaker
Now you know the Paper is an around the world heart-breaker
Me be singin' first, but yo, had to have a breakdown
Paid in full, so now you know why my belly's round
Pickin' the rap back up and scoopin' up crowds
Just like a steel shovel
Not from the ghetto, but yo, takin' it to another level
Let the beat ride, but hold on to your women, G
'Cause now that I'm rich so many women wanna do me

It make a man say, ""Damn""
I'm finally taxin' more, play than homey Sam
But let me speak to the weak, I mean the rookies
My time is help up, extremely for cookies
Just let me clock this groove in ninety two
Hey, you don't bother me and I sure never won't bother you

And ah, you just watch a brother flowin' like Niagra
Think before you step, because these niggas just might stag ya
Although I'm labeled with the black fade
It's gold D's on my four and gold lex 'cause I got it made
I brought the beat on once again because I had to
And just like Jody Watley, baby girl, I can have you
Just let me work this track, and yo, any way is OK
Your place or mine, all night until the next day
Unh

Do the ditty if you want to
Because then I can see if I want you
Just do the ditty, ditty if you want to
Because then I can see if I want you

Now here we go from the top
Second verse of the same song
With the conclusion, all should be happy with ding-dong
It's since a man clock a grip, G
It's like every nickel and dime nigga be like
""See, don't you remember me?""
A hustler, and his snow with more hoes to lego
Keep 'em chunky like Prego, so they can play with my eggo
I have a tendency to flow, start off with my own groove

Pick up the mic and all of a sudden I see high movin'
Guess it's like magic, and Paperboy is the magician
If I was a vacuum I'd be suckin' up competition
Let it ride again, and yo, believe I got my own thing
Straight behind my hoes so miss me with the chick from Soul Train
And I'm a break my note, just to show up tokin
Tote on his ass when I scoop him 'cause we bud smokin'
A black man tryin' to make it and that ain't no fair
But just like BeBe and CeCe, I'll take you there, huh

Do the ditty if you want to
Because then I can see if I want you
Just do the ditty, ditty if you want to
Because then I can see if I want you

Now here we go
Uh, let's take a trip to another land
Clock a grip, come back and watch the hoes tan
Jump in the lexo, and roll out to my cabin
Believe me, my brother, more hoes than you can imagine
All on the ding-a-ling, just because the gold rings
But I'm like 'what's up witcha?', you ain't heard a damn thing
Make sure you got the jim hats, strapped for protection
Because to me, my life is more than my erection

And give me a hand, if you a fan, it ain't over yet
'Cause doin' the ditty with Paperboy makes the ocean sweat
Leave you kinda startled like the funk off of fritos
Make you man jealous, while hoes cheese like Doritos
It ain't my fault, I lay the piper with concern
And I ain't from Mount Vernon, but a brother's money-earnin'
And for those disagree, and then jock, that's a pitty
Just bob your head for Paperboy and the ditty
Yeah

Do the ditty if you want to
Because then I can see if I want you
Just do the ditty, ditty if you want to
Because then I can see if I want you",30,314
